CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender
3573,51,93,59,Female
3574,19,87,34,Male
3575,52,110,11,Male
3576,57,103,31,Female
3577,45,117,11,Female
3578,64,20,56,Female
3579,56,136,38,Female
3580,23,130,21,Male
3581,26,76,94,Female
3582,37,150,10,Male
3583,18,103,26,Female
3584,25,110,91,Male
3585,40,140,8,Male
3586,20,104,8,Male
3587,21,100,60,Female
3588,42,135,72,Female
3589,64,90,34,Male
3590,55,106,16,Male
3591,32,84,13,Male
3592,38,147,87,Male
3593,52,37,76,Male
3594,70,72,91,Female
3595,70,60,22,Male
3596,63,36,96,Female
3597,69,22,27,Female
3598,31,137,64,Female
3599,53,34,2,Male
3600,29,92,97,Male
3601,34,53,26,Male
3602,56,51,92,Male
3603,26,89,83,Female
3604,52,132,69,Female
3605,30,118,97,Female
3606,32,45,84,Male
3607,35,137,30,Male
3608,68,68,8,Male
3609,50,48,38,Male
3610,23,136,61,Male
3611,44,127,81,Male
3612,40,76,65,Female
3613,44,37,67,Female
3614,51,60,46,Male
3615,63,70,90,Female
3616,55,149,95,Female
3617,31,132,72,Female
3618,53,145,43,Female
3619,70,127,59,Male
3620,25,58,46,Female
3621,52,142,72,Male
3622,36,122,35,Male
3623,47,31,39,Female
3624,31,73,92,Male
3625,37,113,51,Female
3626,66,98,4,Male
3627,42,59,80,Male
3628,57,122,77,Female
3629,41,76,84,Female
3630,31,73,51,Male
3631,43,25,5,Female
3632,55,116,55,Male
3633,40,84,20,Female
3634,39,137,24,Male
3635,65,48,36,Male
3636,36,115,34,Male
3637,63,118,54,Male
3638,68,54,34,Male
3639,20,33,83,Female
3640,59,81,17,Male
3641,36,96,5,Female
3642,26,78,89,Female
3643,45,97,18,Male
3644,37,61,55,Male
3645,62,20,53,Female
3646,24,30,50,Male
3647,31,53,72,Male
3648,26,127,91,Female
3649,36,85,79,Female
3650,64,124,45,Female
3651,69,69,13,Female
3652,31,143,16,Female
3653,55,63,86,Female
3654,70,35,84,Male
3655,53,51,13,Female
3656,57,130,20,Female
3657,34,38,66,Male
3658,47,69,99,Male
3659,26,39,47,Male
3660,50,149,19,Male
3661,69,141,45,Male
3662,42,107,37,Male
3663,31,108,54,Female
3664,28,85,6,Male
3665,70,136,14,Male
3666,52,38,4,Male
3667,58,25,86,Male
3668,31,87,55,Female
3669,47,26,100,Male
3670,58,49,34,Male
3671,21,37,27,Female
3672,21,97,7,Female
3673,45,102,3,Female
3674,25,94,47,Male
3675,19,111,97,Female
3676,58,48,2,Female
3677,63,89,80,Female
3678,39,142,25,Male
3679,58,45,60,Male
3680,33,144,79,Female
3681,46,117,24,Male
3682,66,29,15,Male
3683,65,71,95,Male
3684,47,89,14,Male
3685,29,48,54,Male
3686,52,117,78,Female
3687,28,89,6,Female
3688,63,43,78,Female
3689,67,30,81,Female
3690,38,91,18,Male
3691,38,51,20,Female
3692,22,95,62,Female
3693,65,138,81,Male
3694,37,33,80,Male
3695,54,116,40,Male
3696,20,150,39,Male
3697,61,91,52,Female
3698,50,55,32,Male
3699,70,75,73,Male
3700,26,40,27,Male
3701,26,85,52,Male
3702,21,117,97,Male
3703,52,84,63,Male
3704,34,121,74,Female
3705,51,121,63,Female
3706,41,117,17,Female
3707,49,33,49,Male
3708,18,82,100,Male
3709,25,84,81,Female
3710,62,127,82,Female
3711,40,71,23,Female
3712,64,75,98,Female
3713,57,106,72,Male
3714,29,44,13,Female
3715,29,141,23,Male
3716,63,129,57,Male
3717,64,20,62,Male
3718,32,32,54,Female
3719,58,24,20,Female
3720,36,106,86,Female
3721,43,91,52,Male
3722,69,115,23,Male
3723,46,98,35,Female
3724,39,66,67,Male
3725,57,45,34,Female
3726,38,124,33,Male
3727,68,107,46,Male
3728,55,67,81,Male
3729,37,100,45,Male
3730,46,16,19,Male
3731,68,100,94,Male
3732,21,147,87,Male
3733,24,18,15,Female
3734,45,20,78,Male
3735,45,132,66,Male
3736,21,103,39,Female
3737,39,28,18,Female
3738,29,70,70,Female
3739,62,95,59,Female
3740,20,60,32,Male
3741,39,30,21,Male
3742,61,134,40,Female
3743,19,98,92,Male
3744,41,22,27,Female
3745,51,102,2,Male
3746,44,145,97,Male
3747,58,33,80,Male
3748,18,111,39,Male
3749,25,80,86,Male
3750,40,93,56,Female
3751,55,100,13,Male
3752,23,138,56,Male
3753,39,60,66,Male
3754,42,127,78,Male
3755,35,105,56,Male
3756,34,47,28,Female
3757,29,147,64,Male
3758,23,91,71,Female
3759,43,135,82,Male
3760,44,142,64,Male
3761,25,92,56,Female
3762,36,81,41,Male
3763,59,129,100,Male
3764,18,77,41,Female
3765,46,127,100,Male
3766,62,108,4,Female
3767,66,62,57,Female
3768,52,26,30,Female
3769,57,54,88,Male
3770,31,99,84,Male
3771,52,71,46,Female
3772,65,101,56,Male
3773,62,98,31,Female
3774,37,135,88,Male
3775,66,88,7,Female
3776,30,121,90,Male
3777,55,138,77,Female
3778,66,114,54,Male
3779,63,57,8,Female
3780,66,133,55,Male
3781,25,37,69,Female
3782,60,51,44,Male
3783,37,148,13,Male
3784,50,79,93,Female
3785,43,148,20,Male
3786,56,36,78,Male
3787,38,119,32,Male
3788,70,102,60,Male
3789,66,139,50,Female
3790,59,93,27,Male
3791,60,104,25,Male
3792,58,65,52,Female
3793,26,116,68,Male
3794,41,120,21,Female
3795,54,74,18,Male
3796,66,60,39,Female
3797,58,50,15,Male
3798,34,25,53,Female
3799,41,26,38,Female
3800,38,53,48,Female
3801,68,50,52,Male
3802,56,66,88,Female
3803,58,45,72,Male
3804,56,47,28,Female
3805,30,72,85,Female
3806,28,142,16,Female
3807,63,45,16,Male
3808,36,69,35,Male
3809,28,24,17,Female
3810,30,144,73,Female
3811,63,29,99,Female
3812,62,17,52,Female
3813,18,57,93,Female
3814,57,81,82,Female
3815,61,70,12,Female
3816,36,77,83,Female
3817,29,29,48,Male
3818,25,123,22,Female
3819,25,130,49,Male
3820,70,106,52,Female
3821,62,61,79,Male
3822,29,71,1,Male
3823,65,64,66,Female
3824,50,85,64,Male
3825,62,96,8,Male
3826,43,130,86,Female
3827,56,119,25,Female
3828,45,102,66,Female
3829,22,16,73,Male
3830,25,118,73,Female
3831,42,98,77,Male
3832,44,57,70,Female
3833,63,85,94,Female
3834,40,108,79,Male
3835,47,56,51,Male
3836,62,147,53,Male
3837,64,79,15,Female
3838,40,48,50,Female
3839,66,134,71,Female
3840,64,15,75,Male
3841,37,144,38,Male
3842,35,75,40,Male
3843,35,102,66,Male
3844,19,82,39,Female
3845,21,141,74,Male
3846,47,36,17,Male
3847,50,96,7,Female
3848,53,143,39,Female
3849,35,44,68,Male
3850,54,140,35,Male
3851,36,111,51,Male
3852,64,38,47,Male
3853,45,28,36,Male
3854,57,50,64,Male
3855,37,38,95,Female
3856,66,109,89,Female
3857,50,69,13,Female
3858,29,38,18,Female
3859,68,40,21,Male
3860,32,94,65,Male
3861,58,79,100,Male
3862,56,89,8,Male
3863,19,57,48,Female
3864,46,43,85,Male
3865,58,95,43,Male
3866,27,68,53,Male
3867,19,53,85,Male
3868,68,56,27,Female
3869,28,43,19,Male
3870,30,145,23,Female
3871,27,56,50,Male
3872,31,108,51,Male
3873,35,46,43,Male
3874,68,40,99,Female
3875,26,129,51,Male
3876,56,143,69,Male
3877,45,70,41,Male
3878,20,136,72,Female
3879,37,120,11,Female
3880,23,144,80,Male
3881,44,95,88,Female
3882,70,134,85,Male
3883,19,66,52,Male
3884,46,105,23,Female
3885,55,36,49,Male
3886,20,48,38,Male
3887,33,124,47,Female
3888,47,63,72,Female
3889,57,143,7,Female
3890,19,87,66,Female
3891,34,98,94,Male
3892,58,67,77,Male
3893,29,114,62,Male
3894,52,138,87,Male
3895,60,59,29,Male
3896,18,119,38,Male
3897,62,120,84,Male
3898,32,57,33,Male
3899,43,148,29,Female
3900,54,62,79,Male
3901,38,140,23,Male
3902,66,21,3,Male
3903,48,30,93,Male
3904,42,143,45,Male
3905,40,129,8,Female
3906,41,51,86,Female
3907,55,139,29,Female
3908,45,95,2,Male
3909,38,76,50,Male
3910,60,86,65,Male
3911,35,139,20,Male
3912,53,80,52,Female
3913,52,44,85,Female
3914,62,34,37,Male
3915,26,96,72,Male
3916,70,121,27,Female
3917,55,146,47,Female
3918,47,51,99,Female
3919,61,146,6,Female
3920,51,91,60,Female
3921,49,103,45,Female
3922,20,102,44,Female
3923,20,47,83,Male
3924,45,72,18,Male
3925,61,42,65,Female
3926,32,49,25,Male
3927,58,139,27,Female
3928,40,79,7,Male
3929,57,56,44,Female
3930,28,99,29,Male
3931,65,125,95,Female
3932,49,29,44,Male
3933,53,83,36,Male
3934,50,119,19,Female
3935,41,78,6,Female
3936,56,55,25,Female
3937,51,85,31,Male
3938,45,70,9,Male
3939,54,39,84,Male
3940,24,119,74,Male
3941,21,148,37,Female
3942,54,133,27,Female
3943,18,23,13,Male
3944,18,74,41,Female
3945,64,139,66,Female
3946,37,63,85,Female
3947,36,65,97,Female
3948,46,84,24,Male
3949,27,51,44,Female
3950,35,45,98,Female
3951,45,76,60,Female
3952,52,107,9,Male
3953,60,28,2,Female
3954,64,93,56,Male
3955,48,22,30,Male
3956,44,50,22,Female
3957,28,62,75,Female
3958,66,99,81,Male
3959,66,42,100,Male
3960,55,65,13,Male
3961,22,118,71,Male
3962,25,115,16,Female
3963,51,43,97,Male
3964,65,141,45,Female
3965,69,96,65,Female
3966,29,24,11,Male
3967,55,120,70,Female
3968,18,15,20,Male
3969,48,53,99,Male
3970,21,35,63,Male
3971,66,79,90,Female
3972,62,29,12,Female
3973,67,146,62,Male
3974,22,75,94,Female
3975,47,101,92,Female
3976,41,119,91,Female
3977,20,48,42,Female
3978,28,138,83,Female
3979,62,124,69,Male
3980,21,47,58,Female
3981,43,112,5,Female
3982,44,75,27,Male
3983,63,24,28,Female
3984,60,98,26,Female
3985,44,79,91,Female
3986,59,91,49,Male
3987,68,15,21,Female
3988,67,147,1,Female
3989,23,94,92,Male
3990,32,29,58,Male
3991,70,42,79,Female
3992,47,37,55,Male
3993,59,123,81,Male
3994,54,121,26,Male
3995,54,127,84,Female
3996,59,112,25,Female
3997,54,42,77,Male
3998,52,56,33,Male
3999,40,113,89,Male
4000,23,75,72,Male
4001,21,137,69,Female
4002,35,78,6,Male
4003,26,45,23,Female
4004,66,95,30,Male
4005,46,24,78,Female
4006,30,22,54,Female
4007,64,73,87,Male
4008,69,44,11,Female
4009,34,34,31,Female
4010,62,62,6,Female
4011,49,144,11,Male
4012,65,51,77,Female
4013,39,143,12,Female
4014,21,146,66,Male
4015,22,114,53,Male
4016,54,68,99,Female
4017,58,136,36,Female
4018,66,39,17,Male
4019,30,145,28,Male
4020,51,23,92,Female
4021,62,48,22,Female
4022,39,57,7,Male
4023,70,88,15,Male
4024,40,108,96,Female
4025,68,36,11,Female
4026,20,84,24,Male
4027,59,144,67,Female
4028,51,108,30,Female
4029,49,46,70,Female
4030,62,120,66,Female
4031,68,15,61,Male
4032,66,86,78,Male
4033,38,64,41,Female
4034,63,29,82,Female
4035,61,67,51,Female
4036,38,22,44,Female
4037,61,88,95,Male
4038,28,60,13,Female
4039,56,83,90,Female
4040,21,128,12,Male
4041,68,137,82,Male
4042,18,131,9,Female
4043,45,57,85,Male
4044,41,34,48,Male
4045,52,35,49,Female
4046,30,96,53,Female
4047,64,71,56,Male
4048,51,88,40,Female
4049,28,112,24,Male
4050,53,124,98,Male
4051,68,129,72,Male
4052,34,56,33,Female
4053,52,82,23,Female
4054,35,84,77,Male
4055,57,92,54,Male
4056,39,104,53,Female
4057,41,125,49,Male
4058,36,126,78,Male
4059,54,117,78,Female
4060,56,33,80,Female
4061,38,84,49,Female
4062,25,77,60,Female
4063,45,89,90,Male
4064,22,118,90,Female
4065,34,89,65,Female
4066,54,142,32,Male
4067,53,70,79,Male
4068,36,36,21,Male
4069,44,103,18,Female
4070,70,33,94,Male
4071,51,40,60,Female
4072,28,37,13,Male
4073,62,61,24,Female
4074,64,27,30,Male
4075,29,80,2,Female
4076,38,87,83,Female
4077,28,91,25,Male
4078,56,45,50,Male
4079,45,99,14,Female
4080,22,73,6,Male
4081,34,55,76,Female
4082,37,126,84,Female
4083,58,110,87,Female
4084,63,136,30,Male
4085,29,119,30,Female
4086,23,88,38,Female
4087,34,146,58,Female
4088,68,113,94,Female
4089,36,140,41,Male
4090,43,89,94,Male
4091,65,28,57,Female
4092,61,52,36,Male
4093,61,59,64,Male
4094,69,89,98,Female
4095,49,43,16,Male
4096,23,32,88,Male
4097,53,34,78,Male
4098,55,28,90,Male
4099,28,68,72,Male
4100,50,45,14,Male
4101,41,72,31,Female
4102,40,118,66,Male
4103,32,142,68,Female
4104,44,39,65,Female
4105,28,33,55,Female
4106,68,150,84,Male
4107,67,17,78,Male
4108,34,100,40,Female
4109,68,23,25,Female
4110,70,108,25,Female
4111,31,34,3,Male
4112,44,49,69,Male
4113,35,67,26,Male
4114,45,124,40,Female
4115,68,150,38,Male
4116,64,18,38,Male
4117,64,116,68,Female
4118,21,61,7,Male
4119,24,108,94,Female
4120,62,62,30,Male
4121,52,105,19,Female
4122,65,98,35,Male
4123,26,82,33,Female
4124,25,139,33,Male
4125,69,87,78,Female
4126,62,18,38,Female
4127,34,90,10,Male
4128,34,87,57,Male
4129,66,91,28,Female
4130,50,62,78,Male
4131,49,116,100,Female
4132,25,120,38,Female
4133,36,91,16,Male
4134,55,53,21,Male
4135,20,72,92,Male
4136,22,33,97,Female
4137,30,102,6,Female
4138,64,127,41,Male
4139,63,91,15,Female
4140,48,91,3,Female
4141,33,42,43,Male
4142,67,80,47,Female
4143,49,24,99,Female
4144,39,140,14,Female
4145,46,72,66,Male
4146,39,139,29,Male
4147,60,126,4,Female
4148,20,98,26,Male
4149,27,110,12,Female
4150,59,47,2,Male
4151,38,61,17,Female
4152,33,126,35,Female
4153,29,57,10,Female
4154,19,22,86,Female
4155,58,17,43,Male
4156,41,139,21,Female
4157,52,26,15,Female
4158,47,98,35,Male
4159,47,30,85,Male
4160,64,92,85,Female
4161,52,73,85,Female
4162,36,77,60,Male
4163,67,63,44,Female
4164,25,65,96,Female
4165,43,47,5,Female
4166,66,44,73,Female
4167,57,90,18,Female
4168,24,29,21,Female
4169,47,96,72,Female
4170,24,106,98,Female
4171,20,37,74,Female
4172,18,108,51,Male
4173,53,59,41,Male
4174,42,76,24,Male
4175,54,29,24,Female
4176,18,60,96,Female
4177,32,78,97,Female
4178,54,89,38,Male
4179,30,66,44,Male
4180,57,102,57,Female
4181,25,71,59,Male
4182,22,97,34,Male
4183,26,80,75,Female
4184,18,34,95,Female
4185,53,47,82,Male
4186,52,86,23,Female
4187,19,39,86,Male
4188,57,60,43,Male
4189,40,87,82,Male
4190,26,112,40,Female
4191,51,71,47,Male
4192,63,101,41,Male
4193,31,147,47,Female
4194,21,69,20,Female
4195,47,75,77,Male
4196,48,103,65,Female
4197,55,22,68,Female
4198,28,30,24,Male
4199,52,130,100,Female
4200,25,75,36,Male
4201,20,29,45,Female
4202,31,145,2,Female
4203,30,116,28,Male
4204,62,68,26,Male
4205,49,28,23,Female
4206,51,50,79,Female
4207,62,119,36,Female
4208,36,96,91,Male
4209,55,81,6,Female
4210,33,24,35,Male
4211,19,63,38,Female
4212,57,125,35,Female
4213,34,79,100,Female
4214,51,71,74,Female
4215,59,41,94,Female
4216,33,127,53,Male
4217,55,147,38,Male
4218,19,85,93,Male
4219,19,97,59,Female
4220,43,71,43,Male
4221,30,134,4,Male
4222,64,107,5,Female
4223,48,29,68,Female
4224,51,125,100,Male
4225,56,115,45,Male
4226,20,133,80,Male
4227,25,90,25,Male
4228,40,34,78,Male
4229,31,145,11,Male
4230,44,87,29,Male
4231,46,136,34,Female
4232,56,55,86,Male
4233,70,144,14,Female
4234,56,37,24,Female
4235,18,37,59,Female
4236,34,23,39,Male
4237,58,27,26,Male
4238,47,65,43,Female
4239,70,78,36,Male
4240,30,66,39,Male
4241,38,52,61,Female
4242,36,114,16,Male
4243,70,65,59,Female
4244,36,69,96,Female
4245,42,123,6,Female
4246,39,58,98,Female
4247,48,124,56,Male
4248,34,142,8,Female
4249,40,119,94,Male
4250,49,24,27,Male
4251,27,114,71,Male
4252,27,123,27,Male
4253,53,122,89,Female
4254,25,108,46,Female
4255,69,77,41,Female
4256,37,98,79,Female
4257,49,39,25,Female
4258,67,26,86,Male
4259,31,39,18,Female
4260,67,25,12,Male
4261,45,78,87,Male
4262,63,140,51,Female
4263,69,64,39,Male
4264,70,103,89,Male
4265,41,113,10,Female
4266,32,130,94,Female
4267,39,110,74,Female
4268,47,28,98,Male
4269,21,15,77,Female
4270,30,39,54,Female
4271,40,86,29,Male
4272,25,83,41,Female
4273,35,147,9,Male
4274,29,119,63,Male
4275,48,37,77,Female
4276,31,23,37,Male
4277,51,132,14,Male
4278,35,108,73,Female
4279,51,47,72,Female
4280,28,144,39,Female
4281,58,28,40,Male
4282,29,15,54,Male
4283,66,104,3,Female
4284,32,103,55,Female
4285,48,104,33,Female
4286,66,28,96,Male
4287,46,125,71,Female
4288,43,97,19,Male
4289,35,86,34,Female
4290,49,144,78,Male
4291,39,41,50,Male
4292,55,88,47,Female
4293,34,113,46,Male
4294,40,86,56,Male
4295,41,37,57,Female
4296,67,82,83,Female
4297,25,131,51,Male
4298,58,120,54,Male
4299,23,107,90,Male
4300,22,79,81,Female
4301,61,82,28,Male
4302,46,142,19,Male
4303,45,77,27,Female
4304,28,127,48,Female
4305,18,104,19,Female
4306,60,95,97,Female
4307,36,117,51,Female
4308,26,130,7,Male
4309,44,27,29,Male
4310,51,138,43,Male
4311,61,102,69,Female
4312,21,25,94,Female
4313,53,29,58,Female
4314,35,24,8,Male
4315,32,55,42,Female
4316,68,87,76,Female
4317,30,66,42,Female
4318,36,142,13,Male
4319,66,42,26,Female
4320,23,79,18,Female
4321,65,31,42,Male
4322,29,109,51,Female
4323,68,77,84,Female
4324,54,52,16,Female
4325,34,84,3,Male
4326,40,118,91,Female
4327,43,67,79,Female
4328,46,133,98,Male
4329,50,88,45,Male
4330,44,68,22,Female
4331,42,34,23,Male
4332,27,93,59,Female
4333,64,45,62,Male
4334,40,149,68,Female
4335,38,72,54,Female
4336,38,119,57,Female
4337,60,24,23,Male
4338,30,24,60,Male
4339,54,53,73,Female
4340,50,51,88,Female
4341,41,133,85,Female
4342,61,81,55,Female
4343,28,57,80,Male
4344,34,66,63,Male
4345,21,115,56,Female
4346,64,70,55,Male
4347,42,90,25,Male
4348,47,82,26,Male
4349,26,120,49,Female
4350,38,139,63,Female
4351,37,106,45,Male
4352,36,37,73,Male
4353,36,123,79,Female
4354,29,75,39,Female
4355,54,58,97,Female
4356,59,30,65,Male
4357,34,36,69,Male
4358,54,71,56,Male
4359,65,76,9,Female
4360,56,121,70,Female
4361,45,85,28,Female
4362,58,104,45,Female
4363,52,86,26,Female
4364,64,84,28,Male
4365,65,44,40,Male
4366,35,117,15,Male
4367,31,46,6,Female
4368,52,100,27,Male
4369,61,71,38,Female
4370,58,123,68,Male
4371,24,23,75,Male
4372,58,45,85,Female
4373,30,85,64,Male
4374,35,27,30,Male
4375,54,145,82,Male
4376,30,49,99,Male
4377,53,35,3,Male
4378,48,78,62,Male
4379,19,109,12,Male
4380,33,48,91,Female
4381,26,135,30,Male
4382,26,29,85,Female
4383,55,134,38,Male
4384,28,110,85,Female
4385,39,20,60,Female
4386,50,123,38,Male
4387,53,111,15,Female
4388,62,46,18,Female
4389,40,97,52,Male
4390,62,132,29,Female
4391,62,93,60,Male
4392,51,92,21,Female
4393,26,121,17,Female
4394,41,140,18,Female
4395,25,29,57,Female
4396,24,148,37,Male
4397,53,87,60,Male
4398,35,115,38,Male
4399,20,112,12,Male
4400,45,40,75,Male
4401,23,106,84,Female
4402,61,139,73,Male
4403,61,87,1,Female
4404,38,137,58,Male
4405,45,67,3,Male
4406,57,92,63,Male
4407,18,106,21,Male
4408,53,102,23,Female
4409,38,27,9,Male
4410,60,57,83,Female
4411,52,90,55,Female
4412,30,65,19,Male
4413,66,33,62,Female
4414,27,136,87,Female
4415,70,38,91,Male
4416,61,40,91,Female
4417,64,134,39,Male
4418,70,96,100,Male
4419,27,114,76,Female
4420,63,31,27,Female
4421,30,82,46,Female
4422,54,58,34,Female
4423,55,75,33,Female
4424,41,137,92,Female
4425,19,107,95,Female
4426,39,88,96,Male
4427,34,81,50,Male
4428,53,125,20,Male
4429,31,16,40,Female
4430,27,103,99,Female
4431,52,40,95,Female
4432,42,113,58,Male
4433,20,41,31,Male
4434,64,103,38,Male
4435,55,15,86,Female
4436,34,117,45,Male
4437,29,145,41,Male
4438,69,55,9,Female
4439,41,65,9,Male
4440,46,29,63,Male
4441,60,22,79,Male
4442,42,52,77,Female
4443,53,128,22,Male
4444,43,97,16,Female
4445,55,70,32,Female
4446,18,117,66,Male
4447,37,116,90,Male
4448,45,92,14,Female
4449,33,97,38,Female
4450,64,44,98,Female
4451,34,19,8,Female
4452,57,133,100,Female
4453,45,45,21,Male
4454,29,37,56,Female
4455,44,62,46,Male
4456,70,123,43,Female
4457,59,54,92,Male
4458,64,20,46,Female
4459,47,52,48,Male
4460,58,114,70,Male
4461,51,41,84,Female
4462,54,83,31,Female
4463,23,71,33,Male
4464,24,31,44,Male
4465,49,85,71,Male
4466,49,61,8,Female
4467,70,93,73,Female
4468,42,124,2,Female
4469,50,27,17,Female
4470,24,138,52,Male
4471,69,123,45,Female
4472,29,104,37,Female
4473,33,100,42,Female
4474,33,106,44,Female
4475,60,38,81,Female
4476,70,87,38,Male
4477,53,18,99,Female
4478,30,127,94,Male
4479,24,60,6,Female
4480,53,32,68,Female
4481,64,57,51,Female
4482,68,107,35,Female
4483,26,117,58,Male
4484,49,138,57,Male
4485,28,24,73,Female
4486,25,87,6,Male
4487,50,45,13,Male
4488,40,74,59,Female
4489,42,145,86,Male
4490,25,132,92,Male
4491,62,28,30,Female
4492,39,16,100,Female
4493,21,38,2,Male
4494,57,78,58,Female
4495,20,114,36,Female
4496,46,128,72,Female
4497,58,38,45,Male
4498,46,105,9,Female
4499,51,40,65,Female
4500,51,79,77,Male
4501,45,134,50,Male
4502,30,18,79,Male
4503,32,15,32,Male
4504,40,64,98,Male
4505,61,124,43,Female
4506,43,88,95,Male
4507,21,76,78,Female
4508,43,95,54,Male
4509,57,70,47,Female
4510,26,125,14,Female
4511,22,35,48,Male
4512,49,23,55,Male
4513,37,84,29,Male
4514,67,143,47,Male
4515,28,132,63,Male
4516,32,70,19,Male
4517,49,45,91,Female
4518,45,51,9,Female
4519,39,105,37,Female
4520,58,128,92,Female
4521,34,142,52,Female
4522,43,136,57,Male
4523,61,83,88,Male
4524,24,50,28,Female
4525,59,46,36,Female
4526,43,78,64,Male
4527,42,62,18,Male
4528,27,95,89,Male
4529,62,74,35,Male
4530,36,15,68,Female
4531,28,79,78,Female
4532,30,47,39,Male
4533,70,52,90,Male
4534,25,39,8,Female
4535,57,73,88,Female
4536,21,115,80,Female
4537,64,141,84,Male
4538,48,55,15,Female
4539,45,71,7,Male
4540,28,62,17,Male
4541,60,86,86,Male
4542,18,70,86,Female
4543,66,79,64,Female
4544,64,26,12,Male
4545,69,83,82,Female
4546,55,148,56,Male
4547,41,103,46,Female
4548,64,39,47,Male
4549,48,15,79,Male
4550,58,145,16,Female
4551,63,63,69,Female
4552,67,74,2,Male
4553,43,16,92,Female
4554,66,87,54,Male
4555,67,124,27,Male
4556,22,75,31,Male
4557,37,31,41,Male
4558,69,63,36,Male
4559,58,90,47,Male
4560,28,145,43,Male
4561,50,57,65,Male
4562,67,71,50,Female
4563,55,64,93,Female
4564,44,51,1,Male
4565,51,60,72,Male
4566,32,29,57,Male
4567,49,94,16,Female
4568,38,38,28,Male
4569,63,139,86,Male
4570,22,132,82,Male
4571,23,94,22,Female
4572,55,108,41,Female
4573,39,79,76,Female
4574,35,102,19,Male
4575,31,102,89,Male
4576,27,140,50,Female
4577,63,103,59,Male
4578,30,75,69,Female
4579,48,29,34,Female
4580,47,108,39,Male
4581,20,65,74,Male
4582,47,41,7,Male
4583,23,88,52,Male
4584,46,75,60,Female
4585,25,45,52,Female
4586,61,26,79,Female
4587,62,60,24,Female
4588,60,46,26,Female
4589,61,75,90,Female
4590,50,60,90,Male
4591,34,99,10,Female
4592,65,94,17,Male
4593,28,149,78,Male
4594,30,18,2,Female
4595,67,66,77,Female
4596,28,126,27,Male
4597,48,50,73,Male
4598,45,68,71,Female
4599,61,133,48,Female
4600,23,141,74,Male
4601,58,31,9,Female
4602,33,89,86,Female
4603,21,119,23,Female
4604,52,131,71,Female
4605,65,57,73,Female
4606,43,126,27,Male
4607,29,129,88,Female
4608,28,41,93,Female
4609,54,51,81,Male
4610,42,60,84,Male
4611,35,127,71,Female
4612,36,49,43,Female
4613,40,146,7,Male
4614,55,94,92,Female
4615,35,94,83,Female
4616,43,135,63,Female
4617,23,136,84,Male
4618,21,95,44,Female
4619,61,133,39,Female
4620,68,72,40,Male
4621,46,77,7,Female
4622,51,114,70,Female
4623,34,80,25,Female
4624,60,99,59,Female
4625,60,137,13,Male
4626,70,16,86,Male
4627,33,120,81,Female
4628,19,122,86,Female
4629,51,86,98,Female
4630,25,140,62,Female
4631,30,71,8,Male
4632,59,95,45,Male
4633,25,33,18,Male
4634,47,21,88,Female
4635,49,68,60,Female
4636,53,118,60,Female
4637,64,100,2,Male
4638,47,96,66,Male
4639,18,75,91,Male
4640,60,101,14,Male
4641,56,16,48,Male
4642,34,45,56,Female
4643,37,47,12,Female
4644,41,94,96,Female
4645,67,25,92,Male
4646,39,142,55,Female
4647,46,149,28,Female
4648,39,142,89,Male
4649,61,45,4,Male
4650,26,140,90,Male
4651,54,61,36,Female
4652,27,121,50,Male
4653,53,33,3,Female
4654,54,95,1,Female
4655,45,137,17,Male
4656,45,148,71,Female
4657,59,121,62,Male
4658,60,63,48,Male
4659,38,87,62,Female
4660,41,64,69,Female
4661,59,95,19,Female
4662,57,109,34,Male
4663,19,26,99,Female
4664,25,37,49,Male
4665,65,68,80,Male
4666,44,132,47,Female
4667,39,73,91,Female
4668,54,17,50,Female
4669,44,72,89,Female
4670,46,71,26,Male
4671,20,104,56,Female
4672,61,69,78,Male
4673,30,59,14,Female
4674,62,15,78,Female
4675,27,35,25,Female
4676,53,35,100,Male
4677,26,66,4,Female
4678,44,96,79,Male
4679,51,81,32,Female
4680,68,127,82,Female
4681,18,58,78,Male
4682,49,24,65,Male
4683,42,78,61,Female
4684,46,83,20,Female
4685,24,82,74,Male
4686,66,42,10,Female
4687,20,130,88,Male
4688,37,65,34,Female
4689,37,18,61,Male
4690,70,93,92,Male
4691,47,31,27,Male
4692,52,122,40,Male
4693,52,88,65,Male
4694,66,37,33,Female
4695,56,32,68,Female
4696,44,143,71,Female
4697,43,49,9,Female
4698,31,78,16,Female
4699,34,73,5,Female
4700,35,15,98,Female
4701,62,145,23,Female
4702,69,81,43,Female
4703,46,51,89,Male
4704,37,43,57,Male
4705,70,103,51,Female
4706,44,114,13,Male
4707,35,136,24,Female
4708,21,104,11,Male
4709,18,146,52,Male
4710,67,28,17,Male
4711,18,145,37,Female
4712,43,99,13,Female
4713,62,35,62,Female
4714,37,40,91,Female
4715,69,55,84,Male
4716,40,136,97,Female
4717,27,52,96,Male
4718,28,102,8,Female
4719,58,25,56,Male
4720,58,43,93,Male
4721,22,74,83,Male
4722,18,75,70,Male
4723,34,36,44,Female
4724,39,92,60,Female
4725,51,127,41,Male
4726,62,137,21,Female
4727,58,58,86,Female
4728,46,111,42,Male
4729,21,91,74,Female
4730,22,69,74,Female
4731,28,65,29,Female
4732,68,116,80,Male
4733,38,43,65,Female
4734,52,83,17,Male
4735,29,94,30,Male
4736,43,45,26,Male
